課綱,跨部,跨系,已選,停修與否,語音代碼,課程代碼,科目代號,課程名稱,課程英文名稱,課程類別,開課班級,必選修,性質,學分,授課教師,時間1,教室1,時間2,教室2,時間3,教室3,備註,權責單位,開課人數,實際修課人數,開課鐘點數,教師授課鐘點數,選課登記人數,授課語言,系代碼,選課餘額
◎,V,,,,6230204,ID302D,ID302,施工圖(一),Working Drawing(I),一般,室設二,必修,半,1,劉時泳,4-12.,室設203,,,,,108學年度(含)以後入學學生須曾修圖學(一)(二)，方可修習本課程。非同步遠距教學。,室設系,50,44,2,1,57,國語,6200B,6
◎,V,,,,6230204,ID302D,ID302,施工圖(一),Working Drawing(I),一般,室設二,必修,半,1,吳燦中,4-12.,室設203,,,,,108學年度(含)以後入學學生須曾修圖學(一)(二)，方可修習本課程。非同步遠距教學。,室設系,50,44,2,1,57,國語,6200B,6
◎,V,,,,6230304,ID303D,ID302,施工圖(一),Working Drawing(I),一般,室設二,必修,半,1,劉時泳,4-34.,室設203,,,,,108學年度(含)以後入學學生須曾修圖學(一)(二)，方可修習本課程。,室設系,50,50,2,1,67,國語,6200B,0
◎,V,,,,6230304,ID303D,ID302,施工圖(一),Working Drawing(I),一般,室設二,必修,半,1,吳燦中,4-34.,室設203,,,,,108學年度(含)以後入學學生須曾修圖學(一)(二)，方可修習本課程。,室設系,50,50,2,1,67,國語,6200B,0
◎,,,,,6234604,ID346D,ID208,室內設計史(二),History of Interior Design(II),一般,室設二,必修,半,2,倪晶瑋,1-56.,教學818,,,,,大二單號同學修習，請勿自行退選換班。,室設系,60,45,2,2,5,國語,6200B,5
◎,,,,,6234704,ID347D,ID208,室內設計史(二),History of Interior Design(II),一般,室設二,必修,半,2,倪晶瑋,1-78.,教學818,,,,,大二雙號同學修習，請勿自行退選換班。,室設系,60,44,2,2,6,國語,6200B,6
◎,,,,,6237404,ID374D,ID374,室內植栽,Interior Plants,一般,室設二,選修,半,2,莫華榕,2-34.,室設200,,,,,,室設系,30,30,2,2,43,國語,6200B,0
◎,,,,,6237704,ID377D,ID202,電腦輔助繪圖(二),Computer-Aided Drawing(II),一般,室設二,必修,半,2,蘇晋暉,4-8CD.,教學709,,,,,非同步遠距教學，大二單號同學修習，請勿自行退選換班。,室設系,60,45,3,3,4,國語,6200B,5
◎,,,,,6237804,ID378D,ID202,電腦輔助繪圖(二),Computer-Aided Drawing(II),一般,室設二,必修,半,2,蘇晋暉,4-567.,教學709,,,,,非同步遠距教學，大二雙號同學修習，請勿自行退選換班。,室設系,60,43,3,3,5,國語,6200B,7
◎,,,,,6238904,ID389D,ID389,家具規劃,Furniture Planning,一般,室設二,必修,半,2,陳歷渝,2-78.,室設203,,,,,大二單號同學修習，請勿自行退選換班。,室設系,60,43,2,2,1,國語,6200B,7
◎,,,,,6239004,ID390D,ID389,家具規劃,Furniture Planning,一般,室設二,必修,半,2,翁林寶,2-CD.,室設203,,,,,大二雙號同學修習，請勿自行退選換班。,室設系,60,41,2,2,3,國語,6200B,9
◎,,,,,6243104,ID431D,CD431,展示設計,Exhibition Design,一般,室設二,選修,半,2,黃懷軒,2-56.,室設203,,,,,,室設系,60,60,2,1,67,國語,6200B,0
◎,,,,,6243104,ID431D,CD431,展示設計,Exhibition Design,一般,室設二,選修,半,2,林志峰,2-56.,室設203,,,,,,室設系,60,60,2,1,67,國語,6200B,0
◎,V,,,,6251820,ID518T,ID518,設計專題講座(二),Lectures of Design Culture (II),一般,室設碩二,選修,半,1,劉為光,1-8C.,室設108,,,,,室設系碩士班學生於畢業前需修習此課程,室設系,30,22,0,0,23,國語,6200B,8
◎,V,,,,6251820,ID518T,ID518,設計專題講座(二),Lectures of Design Culture (II),一般,室設碩二,選修,半,1,許宜珮,1-8C.,室設108,,,,,室設系碩士班學生於畢業前需修習此課程,室設系,30,22,0,0,23,國語,6200B,8
,,,,,6260220,ID602T,ZA114,碩士論文,Thesis,一般,室設碩二,必修,全,3,,,,,,,,,室設系,60,34,0,0,1,國語,6200B,26
◎,V,,,,6253146,ID531t,ID531,數位空間理論,Space Syntax,一般,室設碩專二,選修,半,3,黃慶輝,1-DEF.,望樓1012,,,,,,室設系,25,8,3,3,8,國語,6200B,17
,,,,,6260246,ID602t,ZA114,碩士論文,Thesis,一般,室設碩專二,必修,全,3,,,,,,,,,室設系,100,54,0,0,0,國語,6200B,46
◎,,,,,6221007,ID210G,ID214,室內裝修工程實作(二),The Practices of Interior Decoration Construction (II),一般,室設三,選修,半,2,林文祺,1-CD.,室設203,,,,,實際上課教室依老師公告。,室設系,15,4,2,2,7,國語,6200B,11
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,顏毓宏,2-1234.,愛樓3F-A,2-5678.,愛樓3F-A,,,「室內設計(三)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,70,22,2,9,國語,6200B,20
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,蔡錦明,2-1234.,愛樓3F-F,2-5678.,愛樓3F-F,,,「室內設計(三)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,70,22,2,9,國語,6200B,20
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,王菱檥,2-1234.,愛樓3F-B,2-5678.,愛樓3F-B,,,「室內設計(三)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,70,22,2,9,國語,6200B,20
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,吳金鳳,2-1234.,愛樓304,2-5678.,愛樓304,,,「室內設計(三)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,70,22,2,9,國語,6200B,20
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,趙志元,2-1234.,愛樓3F-E,2-5678.,愛樓3F-E,,,「室內設計(三)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,70,22,2,9,國語,6200B,20
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,何俊宏,2-1234.,愛樓3F-C,2-5678.,愛樓3F-C,,,「室內設計(三)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,70,22,2,9,國語,6200B,20
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,張欽評,2-1234.,望樓207,2-5678.,望樓207,,,「室內設計(三)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,70,22,2,9,國語,6200B,20
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,侯娉婷,2-1234.,愛樓3F-D,2-5678.,愛樓3F-D,,,「室內設計(三)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,70,22,2,9,國語,6200B,20
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,吳燦中,2-1234.,愛樓105,2-5678.,愛樓105,,,「室內設計(三)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,70,22,2,9,國語,6200B,20
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,蔡竺欣,2-1234.,望樓202,2-5678.,望樓202,,,「室內設計(三)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,70,22,2,9,國語,6200B,20
◎,,,V,,6227207,ID272G,ID303,設計原理(二),Principle of Design(II),一般,室設三,必修,半,2,陳其澎,3-DE.,教學605,,,,,,室設系,100,82,2,2,9,國語,6200B,18
◎,,,,,6230907,ID309G,ID309,家具實習,Furniture Practice,一般,室設三,選修,半,2,趙南開,4-56.,望樓1012,4-78.,,,,集中前9週上課，實際上課時間及地點依老師公告。,室設系,15,3,2,2,17,國語,6200B,12
◎,,,,,6231507,ID315G,ID315,環境色彩應用專題,Design of Environmental Color,一般,室設三,選修,半,2,魏主榮,5-34.,室設108,,,,,,室設系,60,48,2,2,50,國語,6200B,12
◎,,,,,6234407,ID344G,ID344,環境控制系統,Environmental Control Systems,一般,室設三,必修,半,2,吳燦中,3-78.,教學305B,,,,,非同步遠距教學,室設系,50,50,2,2,55,國語,6200B,0
◎,,,,,6234507,ID345G,ID344,環境控制系統,Environmental Control Systems,一般,室設三,必修,半,2,吳燦中,3-56.,教學305B,,,,,,室設系,50,26,2,2,26,國語,6200B,24
◎,,,,,6235807,ID358G,ID358,設計方法與製程,Design Process and Modeling Study,一般,室設三,選修,半,2,謝淳鈺,5-56.,室設203,,,,,,室設系,60,27,2,2,34,國語,6200B,33
◎,,,,,6239707,ID397G,ID397,日本建築空間解析,Characteristics in Japanese Architecture,一般,室設三,選修,半,2,,4-34.,室設108,,,,,,室設系,60,50,2,0,53,國語,6200B,10
◎,,,,,6246807,ID468G,ID468,照明設計,Lighting Design,一般,室設三,選修,半,2,張筑晴,4-78.,教學615,,,,,,室設系,60,39,2,2,39,國語,6200B,21
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,黃慶輝,4-1234.,愛樓201,4-5678.,愛樓201,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,謝淳鈺,4-1234.,愛樓104,4-5678.,愛樓104,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,3,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,禹連泉,4-1234.,望樓201,4-5678.,望樓201,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,沈中怡,4-1234.,愛樓2028,4-5678.,愛樓2028,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,田榮瑜,4-1234.,土側103,4-5678.,土側103,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,王玉麟,4-1234.,愛樓3F-E,4-5678.,愛樓3F-E,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,郁元,4-1234.,望樓108,4-5678.,望樓108,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,廖健程,4-1234.,愛樓3F-F,4-5678.,愛樓3F-F,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,何頡,4-1234.,土側104,4-5678.,土側104,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,朱晏慶,4-1234.,愛樓3F-C,4-5678.,愛樓3F-C,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,鄭仁欽,4-1234.,望樓207,4-5678.,望樓207,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,甘泰來,4-1234.,愛樓3F-A,4-5678.,愛樓3F-A,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,趙東洲,4-1234.,望樓202,4-5678.,望樓202,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,江建平,4-1234.,愛樓3F-B,4-5678.,愛樓3F-B,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,陳紹平,4-1234.,愛樓3F-D,4-5678.,愛樓3F-D,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,王子亦,4-1234.,室設100,4-5678.,室設100,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,沈冠廷,4-1234.,愛樓304,4-5678.,愛樓304,,,「室內設計(五)」需60分以上，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,室設系,100,86,35,2,21,國語,6200B,14
◎,,,,,6238112,ID381L,ID378,室內設計實務(二),Professional Practice (II),一般,室設四,必修,半,2,劉時泳,2-78.,室設108,,,,,非同步遠距教學,室設系,50,50,2,2,58,國語,6200B,0
◎,,,,,6238212,ID382L,ID378,室內設計實務(二),Professional Practice (II),一般,室設四,必修,半,2,劉時泳,3-56.,懷恩106,,,,,,室設系,50,41,2,2,48,國語,6200B,9
,,,,,6240412,ID404L,AR404,攝影與賞析,Photography and Appreciation,一般,室設四,選修,半,2,,3-78.,懷恩207,,,,,,室設系,60,32,2,0,36,國語,6200B,28
◎,,,,,6276112,ID761L,ID761,室內設計法規,Building Codes of Interior Design,一般,室設四,選修,半,2,洪榮良,2-56.,懷恩205,,,,,,室設系,60,51,2,2,51,國語,6200B,9
◎,,,,,6300518,CD005R,CC005,創新設計,Innovation Design,一般,商設碩一,選修,半,3,張光民,1-567.,陸華101,,,,,本課程與室設系合開,商設系,15,2,1.5,0.5,3,國語,6300B,13
◎,,,,,6300518,CD005R,CC005,創新設計,Innovation Design,一般,商設碩一,選修,半,3,張晴雯,1-567.,陸華101,,,,,本課程與室設系合開,商設系,15,2,1.5,1,3,國語,6300B,13
◎,,,,,6353718,CD537R,CD537,藝術設計與人文,Art & Design in Humanity,一般,商設碩一,選修,半,3,朱嘉樺,2-DEF.,望樓311,,,,,本課程與碩專班合開,商設系,15,4,0,0,3,國語,6300B,11
◎,,,,,6354018,CD540R,CD540,圖像設計研究,Image Design Research,一般,商設碩一,選修,半,3,朱嘉樺,3-567.,望樓311,,,,,,商設系,15,5,3,3,3,國語,6300B,10
◎,,,,,6354818,CD548R,CD548,品牌與設計管理,Brand and Design Management,一般,商設碩一,選修,半,3,黃哲盛,4-DEF.,商設104,,,,,,商設系,15,4,0,0,4,國語,6300B,11
◎,,,,,6355518,CD555R,CD555,跨媒體個案專題,Case Study in Cross Media Design,一般,商設碩一,選修,半,3,邱永中,3-DEF.,望樓307,,,,,本課程與碩專班合開,商設系,15,1,0,0,1,國語,6300B,14
◎,,,,,6355818,CD558R,CD558,量化研究與統計分析,Quantitative Research and Statistical Analysis,一般,商設碩一,選修,半,3,許子凡,1-DEF.,,,,,,,商設系,15,2,0,0,2,國語,6300B,13
◎,,,,,6353744,CD537r,CD537,藝術設計與人文,Art & Design in Humanity,一般,商設碩專一,選修,半,3,朱嘉樺,2-DEF.,望樓311,,,,,本課程與碩士班合開,商設系,15,3,3,3,3,國語,6300B,12
◎,,,,,6354844,CD548r,CD548,品牌與設計管理,Brand and Design Management,一般,商設碩專一,選修,半,3,黃哲盛,4-DEF.,商設104,,,,,,商設系,10,4,3,3,4,國語,6300B,6
◎,,,,,6355544,CD555r,CD555,跨媒體個案專題,Case Study in Cross Media Design,一般,商設碩專一,選修,半,3,邱永中,3-DEF.,望樓307,,,,,本課程與碩士班合開,商設系,15,0,3,3,0,國語,6300B,15
◎,,,,,6355844,CD558r,CD558,量化研究與統計分析,Quantitative Research and Statistical Analysis,一般,商設碩專一,選修,半,3,許子凡,1-DEF.,商設104,,,,,,商設系,15,5,3,3,5,國語,6300B,10
◎,,,,,6357444,CD574r,CD574,構成設計創作研究,Research and Creation of Visual Composition Design,一般,商設碩專一,選修,半,1,陳靜宜,5-DE.,商設301,,,,,微型課,商設系,15,10,1,1,8,國語,6300B,5
◎,,,,,6301401,CD014A,CD014,電腦繪圖(C),Computer Graphic Design (C),一般,商設商業設計組一,必修,半,2,白乃遠,5-34B.,教學709,,,,,,商設系,35,32,3,3,15,國語,6300B,0
◎,,V,,,6305901,CD059A,ZA612,英語聽講(二),English Listening and Speaking in Lab (II),英聽,商設商業設計組一,必修,半,1,鄒明達,3-12.,全人301,,,,,須繳語言實習費600元,語言中心,57,56,0,2,2,英語,6300B,0
◎,,,,,6310001,CD100A,CD100,商業設計史,History of Graphic Design,一般,商設商業設計組一,選修,半,2,李小蕙,4-CD.,商設301,,,,,,商設系,40,35,2,2,46,國語,6300B,0
◎,,,,,6310601,CD106A,CD106,色彩學二A,Chromatics(2A),一般,商設商業設計組一,必修,半,2,陳靜宜,3-CD.,商設301,,,,,,商設系,35,25,2,2,6,國語,6300B,0
◎,,,,,6312401,CD124A,CD124,色彩學二B,Chromatics(2B),一般,商設商業設計組一,必修,半,2,陳靜宜,3-78.,商設301,,,,,,商設系,35,28,2,2,9,國語,6300B,0
◎,,,,,6314701,CD147A,ID147,圖學(二),Drawing(II),一般,商設商業設計組一,選修,半,2,施政廷,1-8C.,商設301,,,,,,商設系,45,13,2,2,19,國語,6300B,27
◎,,,,,6315901,CD159A,CD159,字法二C,Typography (2C),一般,商設商業設計組一,必修,半,2,張道本,1-567.,商設309,,,,,上、下學期換組修課,商設系,30,24,3,3,9,國語,6300B,0
◎,,,,,6316001,CD160A,CD160,色彩學二C,Chromatics(2C),一般,商設商業設計組一,必修,半,2,陳靜宜,2-34.,商設301,,,,,,商設系,35,25,2,2,6,國語,6300B,0
◎,,,,,6317701,CD177A,CD177,字法二A,Typography (2A),一般,商設商業設計組一,必修,半,2,張晴雯,2-234.,商設309,,,,,上、下學期換組修課,商設系,30,28,3,3,11,國語,6300B,0
◎,,,,,6317901,CD179A,CD179,字法二B,Typography (2B),一般,商設商業設計組一,必修,半,2,張道本,2-567.,商設301,,,,,上、下學期換組修課,商設系,30,30,3,3,8,國語,6300B,0
◎,,,,,6324601,CD246A,CD246,基礎設計(二A),Design Principals(II A),一般,商設商業設計組一,必修,半,2,王之芸,1-234.,商設104,,,,,上、下學期換組修課；全英語課程,商設系,35,32,3,3,10,英語,6300B,0
◎,,,,,6324701,CD247A,CD247,基礎設計(二B),Design Principals(II B),一般,商設商業設計組一,必修,半,2,張晴雯,1-234.,商設309,,,,,上、下學期換組修課,商設系,35,23,3,3,4,國語,6300B,0
◎,,,,,6324801,CD248A,CD248,基礎設計(二C),Design Principals(II C),一般,商設商業設計組一,必修,半,2,陳靜宜,1-234.,商設301,,,,,上、下學期換組修課,商設系,35,25,3,3,6,國語,6300B,0
◎,,,,,6324901,CD249A,CD249,商業攝影,Commercial Photography,一般,商設商業設計組一,選修,半,2,李尚謙,2-EFG.,商設104,,,,,需修畢「基礎攝影」課程,商設系,30,0,3,3,29,國語,6300B,0
◎,,,,,6324902,CD249B,CD249,商業攝影,Commercial Photography,一般,商設商業設計組一,選修,半,2,李尚謙,3-78C.,商設104,,,,,需修畢「基礎攝影」課程,商設系,30,0,3,3,31,國語,6300B,0
◎,,,,,6327301,CD273A,CD273,設計繪畫(二A),Design Drawing(II A),一般,商設商業設計組一,必修,半,2,施政廷,4-234.,商設301,,,,,此門課屬微型學程,商設系,35,37,3,3,30,國語,6300B,0
◎,,,,,6327501,CD275A,CD275,設計繪畫(二B),Design Drawing(II B),一般,商設商業設計組一,必修,半,2,施政廷,4-B56.,商設301,,,,,此門課屬商業設計微型學程,商設系,35,35,3,3,34,國語,6300B,0
◎,,,,,6327901,CD279A,CD279,電腦繪圖(A),Computer Graphic Design (A),一般,商設商業設計組一,必修,半,2,楊世哲,5-78C.,教學708,,,,,,商設系,35,30,3,3,11,國語,6300B,0
◎,,,,,6328001,CD280A,CD280,電腦繪圖(B),Computer Graphic Design (B),一般,商設商業設計組一,必修,半,2,白乃遠,5-567.,教學709,,,,,,商設系,35,24,3,3,7,國語,6300B,0
◎,,,,,6360901,CD609A,ZA610,英文(二),English (II),一般,商設商業設計組一,必修,半,1,王惠芝,2-CD.,教學415A,,,,,,語言中心,45,43,2,2,1,英語,6300B,0
◎,,,V,,6380101,CD801A,GQ801,語文與修辭,Literacy and Rhetoric,修辭,商設商業設計組一,必修,半,2,陳康芬,5-12.,懷恩206,,,,,,通識中心,72,65,2,2,7,國語,6300B,0
,,,,,6399101,CD991A,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,商設商業設計組一,必修,半,0,,3-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,學務處,30,31,0,0,3,國語,6300B,0
,,,,,6399201,CD992A,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,商設商業設計組一,必修,半,0,,3-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,學務處,30,31,0,0,0,國語,6300B,0
◎,,V,,,6305902,CD059B,ZA612,英語聽講(二),English Listening and Speaking in Lab (II),英聽,商設產品設計組一,必修,半,1,蔡宛庭,1-34.,全人302,,,,,須繳語言實習費600元,語言中心,57,32,0,2,0,英語,6300B,0
,,,,,6316901,CD169A,CD169,造形基礎(二A),Fundamental of Modeling and Gestalt (2A),一般,商設產品設計組一,必修,半,2,陳俊豪,1-78C.,陸華205,,,,,上、下學期換組修課,商設系,20,15,3,3,2,國語,6300B,0
,,,,,6317001,CD170A,CD170,造形基礎(二B),Fundamental of Modeling and Gestalt (2B),一般,商設產品設計組一,必修,半,2,范賀碩,5-678.,陸華101,,,,,上、下學期換組修課,商設系,20,15,3,3,0,國語,6300B,0
◎,,,,,6319301,CD193A,CD193,傳統工藝賞析與體驗(二A),Appreciation and implementation of traditional crafts (IIA),一般,商設產品設計組一,選修,半,2,劉孝謙,2-234B.,陸華101,2-5678.,陸華101,,,搭配核心課程，上、下學期換組修課，隔週上課,商設系,20,14,3,3,2,國語,6300B,0
◎,,,,,6319401,CD194A,CD194,傳統工藝賞析與體驗(二B),Appreciation and implementation of traditional crafts (IIB),一般,商設產品設計組一,選修,半,2,鄭梅玉,2-234B.,陸華101,2-5678.,陸華101,,,搭配核心課程，上、下學期換組修課，隔週上課,商設系,20,14,3,3,3,國語,6300B,0
◎,,,,,6319601,CD196A,CD196,交通工具油土造型設計,Clay Modeling for Transportation design,一般,商設產品設計組一,選修,半,1,施昌甫,,,,,,,微型課程,商設系,30,27,1,1,24,國語,6300B,3
◎,,,,,6360902,CD609B,ZA610,英文(二),English (II),一般,商設產品設計組一,必修,半,1,鄭詩萍,2-CD.,教學315A,,,,,,語言中心,45,40,2,2,0,英語,6300B,0
◎,,,V,,6363601,CD636A,CD636,近代設計史,Contemporary design history,一般,商設產品設計組一,必修,半,2,郭介誠,1-56.,陸華205,,,,,,商設系,34,30,2,2,15,國語,6300B,0
,,,V,,6363701,CD637A,CD637,程式語言導論,Introduction of Computer Programming,一般,商設產品設計組一,必修,半,2,陳佳宏,3-567.,教學708,,,,,程式設計課程,商設系,35,31,3,3,5,國語,6300B,0
◎,,,,,6363801,CD638A,CD638,電腦繪圖A,Computer Graphic Design (A),一般,商設產品設計組一,必修,半,2,施昌甫,4-234.,教學708,,,,,,商設系,20,16,3,3,0,國語,6300B,0
◎,,,,,6363901,CD639A,CD639,電腦繪圖B,Computer Graphic Design (B),一般,商設產品設計組一,必修,半,2,施昌甫,5-234.,教學708,,,,,,商設系,20,15,3,3,2,國語,6300B,0
◎,,,,,6364001,CD640A,CD640,表現技法(二),Drawing techniques for product design (Advanced),一般,商設產品設計組一,選修,半,2,施昌甫,4-567.,陸華205,,,,,全英語授課,商設系,30,23,3,3,24,英語,6300B,7
◎,,,V,,6380102,CD801B,GQ801,語文與修辭,Literacy and Rhetoric,修辭,商設產品設計組一,必修,半,2,向鴻全,3-12.,教學812,,,,,,通識中心,60,32,2,2,4,國語,6300B,18
,,,,,6399102,CD991B,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,商設產品設計組一,必修,半,0,,5-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,學務處,30,30,0,0,0,國語,6300B,0
◎,,,,,6300304,CD003D,ZA702,實用英文（二）,Practical English (II),一般,商設二,必修,半,1,黃佩櫻,1-CD.,全人303,,,,,,語言中心,45,40,2,2,10,英語,6300B,0
,,,,,6313820,CD138T,ZA138,論文,Thesis,一般,商設碩二,必修,全,0,,,,,,,,,商設系,18,23,0,0,0,國語,6300B,0
,,,,,6351820,CD518T,ID518,設計專題講座(二),Lectures of Design Culture (II),一般,商設碩二,必修,半,1,劉為光,1-8C.,室設108,,,,,,商設系,15,16,0,0,0,國語,6300B,0
,,,,,6351820,CD518T,ID518,設計專題講座(二),Lectures of Design Culture (II),一般,商設碩二,必修,半,1,許宜珮,1-8C.,室設108,,,,,,商設系,15,16,0,0,0,國語,6300B,0
◎,,,,,6355420,CD554T,CD554,消費心理研究,Seminar on Consumer Psychology,一般,商設碩二,選修,半,3,黃儀婷,2-567.,商設302,,,,,,商設系,10,6,3,3,7,國語,6300B,4
◎,,,V,,6356020,CD560T,CD560,設計個案專題二,Studies of Design Projects(II),一般,商設碩二,選修,半,3,陳靜宜,6-567.,,,,,,,商設系,15,19,0,0,1,國語,6300B,0
◎,,,V,,6356020,CD560T,CD560,設計個案專題二,Studies of Design Projects(II),一般,商設碩二,選修,半,3,黃儀婷,6-567.,,,,,,,商設系,15,19,0,0,1,國語,6300B,0
◎,,,V,,6356020,CD560T,CD560,設計個案專題二,Studies of Design Projects(II),一般,商設碩二,選修,半,3,許子凡,6-567.,,,,,,,商設系,15,19,0,0,1,國語,6300B,0
◎,,,V,,6356020,CD560T,CD560,設計個案專題二,Studies of Design Projects(II),一般,商設碩二,選修,半,3,黃哲盛,6-567.,,,,,,,商設系,15,19,0,0,1,國語,6300B,0
